,duration,machine,testname
10198,0.086943169,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
10262,0.022015546,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
4502,0.028907084,exmag,11d80f7fb61f1992eb0590c2d2fe0072
2262,0.05921504,luna,11d80f7fb61f1992eb0590c2d2fe0072
406,0.029867699,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
150,0.026426232,luna,11d80f7fb61f1992eb0590c2d2fe0072
9622,0.031854622,hildor,11d80f7fb61f1992eb0590c2d2fe0072
8470,0.009288614,ajax,11d80f7fb61f1992eb0590c2d2fe0072
3670,0.014763616,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
4950,0.017362651,luna,11d80f7fb61f1992eb0590c2d2fe0072
1494,0.034009951000000004,luna,11d80f7fb61f1992eb0590c2d2fe0072
6998,0.014683075,exmag,11d80f7fb61f1992eb0590c2d2fe0072
3734,0.025983828,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
6486,0.013817804,exmag,11d80f7fb61f1992eb0590c2d2fe0072
7830,0.027962528,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
9430,0.071811394,luna,11d80f7fb61f1992eb0590c2d2fe0072
2198,0.046342119,luna,11d80f7fb61f1992eb0590c2d2fe0072
1430,0.027254701,luna,11d80f7fb61f1992eb0590c2d2fe0072
5462,0.018806129,hildor,11d80f7fb61f1992eb0590c2d2fe0072
8278,0.016631393,luna,11d80f7fb61f1992eb0590c2d2fe0072
3158,0.0170164,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
8790,0.018208713,ajax,11d80f7fb61f1992eb0590c2d2fe0072
9942,0.03907212,hildor,11d80f7fb61f1992eb0590c2d2fe0072
3606,0.007713979,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
3222,0.027747417000000003,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
10710,0.087149696,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
214,0.032782116,luna,11d80f7fb61f1992eb0590c2d2fe0072
1238,0.033288668,exmag,11d80f7fb61f1992eb0590c2d2fe0072
10134,0.069266001,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
4438,0.02772035,exmag,11d80f7fb61f1992eb0590c2d2fe0072
3286,0.036282374,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
3862,0.009474506,ajax,11d80f7fb61f1992eb0590c2d2fe0072
8342,0.027687204,luna,11d80f7fb61f1992eb0590c2d2fe0072
7638,0.03657805,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
5910,0.022390451,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
6806,0.02550878,exmag,11d80f7fb61f1992eb0590c2d2fe0072
1686,0.03071799,hildor,11d80f7fb61f1992eb0590c2d2fe0072
5590,0.038871585,hildor,11d80f7fb61f1992eb0590c2d2fe0072
2070,0.008402143,luna,11d80f7fb61f1992eb0590c2d2fe0072
10646,0.069614772,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
5398,0.010130418,hildor,11d80f7fb61f1992eb0590c2d2fe0072
2326,0.009353407,ajax,11d80f7fb61f1992eb0590c2d2fe0072
1302,0.008728936,luna,11d80f7fb61f1992eb0590c2d2fe0072
6550,0.031657028,exmag,11d80f7fb61f1992eb0590c2d2fe0072
8662,0.038769063,ajax,11d80f7fb61f1992eb0590c2d2fe0072
5782,0.030887414,hildor,11d80f7fb61f1992eb0590c2d2fe0072
7062,0.025779835,exmag,11d80f7fb61f1992eb0590c2d2fe0072
10006,0.022092452,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
9174,0.038663819,hildor,11d80f7fb61f1992eb0590c2d2fe0072
1622,0.018197589,hildor,11d80f7fb61f1992eb0590c2d2fe0072
6870,0.032868024,exmag,11d80f7fb61f1992eb0590c2d2fe0072
9110,0.030890282,hildor,11d80f7fb61f1992eb0590c2d2fe0072
3094,0.008876985,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
3798,0.033079823,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
342,0.016749788,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
9494,0.01027247,hildor,11d80f7fb61f1992eb0590c2d2fe0072
6934,0.013518658,exmag,11d80f7fb61f1992eb0590c2d2fe0072
9558,0.019295636,hildor,11d80f7fb61f1992eb0590c2d2fe0072
726,0.036228509,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
5014,0.028509529,luna,11d80f7fb61f1992eb0590c2d2fe0072
6166,0.022235763,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
4246,0.030433117000000006,ajax,11d80f7fb61f1992eb0590c2d2fe0072
9814,0.020217681,hildor,11d80f7fb61f1992eb0590c2d2fe0072
5142,0.009594858,exmag,11d80f7fb61f1992eb0590c2d2fe0072
982,0.037099313,ajax,11d80f7fb61f1992eb0590c2d2fe0072
6294,0.069033432,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
4374,0.009143591,exmag,11d80f7fb61f1992eb0590c2d2fe0072
2966,0.032092315,hildor,11d80f7fb61f1992eb0590c2d2fe0072
6038,0.06979026,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
4054,0.036997867,ajax,11d80f7fb61f1992eb0590c2d2fe0072
9878,0.031731159,hildor,11d80f7fb61f1992eb0590c2d2fe0072
5078,0.033344966000000004,luna,11d80f7fb61f1992eb0590c2d2fe0072
854,0.017970762,ajax,11d80f7fb61f1992eb0590c2d2fe0072
8086,0.027443839,luna,11d80f7fb61f1992eb0590c2d2fe0072
86,0.01596933,luna,11d80f7fb61f1992eb0590c2d2fe0072
7382,0.035878102,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
662,0.028067646,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
3990,0.029984033,ajax,11d80f7fb61f1992eb0590c2d2fe0072
2582,0.01072428,exmag,11d80f7fb61f1992eb0590c2d2fe0072
8534,0.017988516,ajax,11d80f7fb61f1992eb0590c2d2fe0072
8150,0.034545695,luna,11d80f7fb61f1992eb0590c2d2fe0072
790,0.009254336,ajax,11d80f7fb61f1992eb0590c2d2fe0072
10390,0.069345882,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
2838,0.010243894,hildor,11d80f7fb61f1992eb0590c2d2fe0072
7254,0.01657135,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
4758,0.027849613,luna,11d80f7fb61f1992eb0590c2d2fe0072
2710,0.028305606,exmag,11d80f7fb61f1992eb0590c2d2fe0072
5270,0.029626305,exmag,11d80f7fb61f1992eb0590c2d2fe0072
4182,0.018674891,ajax,11d80f7fb61f1992eb0590c2d2fe0072
2646,0.018392592,exmag,11d80f7fb61f1992eb0590c2d2fe0072
9046,0.018208049,hildor,11d80f7fb61f1992eb0590c2d2fe0072
4118,0.00932767,ajax,11d80f7fb61f1992eb0590c2d2fe0072
9238,0.01073681,luna,11d80f7fb61f1992eb0590c2d2fe0072
8598,0.03015646,ajax,11d80f7fb61f1992eb0590c2d2fe0072
5206,0.01887272,exmag,11d80f7fb61f1992eb0590c2d2fe0072
2518,0.037320769,ajax,11d80f7fb61f1992eb0590c2d2fe0072
4310,0.038339743,ajax,11d80f7fb61f1992eb0590c2d2fe0072
5974,0.041914817,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
1046,0.00985641,exmag,11d80f7fb61f1992eb0590c2d2fe0072
7894,0.03527574,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
534,0.008681692,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
598,0.015606024,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
2774,0.034740885,exmag,11d80f7fb61f1992eb0590c2d2fe0072
2454,0.029958281,ajax,11d80f7fb61f1992eb0590c2d2fe0072
1110,0.015787713999999998,exmag,11d80f7fb61f1992eb0590c2d2fe0072
22,0.008257051,luna,11d80f7fb61f1992eb0590c2d2fe0072
10454,0.08695603800000001,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
918,0.029787786,ajax,11d80f7fb61f1992eb0590c2d2fe0072
7574,0.029461683,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
9750,0.010306576,hildor,11d80f7fb61f1992eb0590c2d2fe0072
2902,0.019598865,hildor,11d80f7fb61f1992eb0590c2d2fe0072
6102,0.085713054,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
7958,0.008767444000000001,luna,11d80f7fb61f1992eb0590c2d2fe0072
7510,0.016634023,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
10518,0.022028805,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
7318,0.027857212000000003,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
8918,0.03755187,ajax,11d80f7fb61f1992eb0590c2d2fe0072
7446,0.009209608,tarkil,11d80f7fb61f1992eb0590c2d2fe0072
9302,0.034907148,luna,11d80f7fb61f1992eb0590c2d2fe0072
6230,0.04158034,mudrc,11d80f7fb61f1992eb0590c2d2fe0072
6480,0.8295455270000001,exmag,16efa4e521bad8f7d6edeb7d88072b08
9424,6.023128038000013,luna,16efa4e521bad8f7d6edeb7d88072b08
6160,0.940267371,mudrc,16efa4e521bad8f7d6edeb7d88072b08
2832,0.4019033330000003,hildor,16efa4e521bad8f7d6edeb7d88072b08
16,0.3252837849999998,luna,16efa4e521bad8f7d6edeb7d88072b08
2512,3.295797373999995,ajax,16efa4e521bad8f7d6edeb7d88072b08
1296,0.3255665209999998,luna,16efa4e521bad8f7d6edeb7d88072b08
6800,1.298274176000002,exmag,16efa4e521bad8f7d6edeb7d88072b08
7312,1.348806811,tarkil,16efa4e521bad8f7d6edeb7d88072b08
592,0.7229443540000006,tarkil,16efa4e521bad8f7d6edeb7d88072b08
8016,0.8449425230000001,luna,16efa4e521bad8f7d6edeb7d88072b08
2000,8.589194408000001,mudrc,16efa4e521bad8f7d6edeb7d88072b08
784,0.3962569450000007,ajax,16efa4e521bad8f7d6edeb7d88072b08
10640,5.8725199719999965,mudrc,16efa4e521bad8f7d6edeb7d88072b08
3280,2.160249800999995,tarkil,16efa4e521bad8f7d6edeb7d88072b08
10256,0.9652020710000004,mudrc,16efa4e521bad8f7d6edeb7d88072b08
9488,0.4069280680000003,hildor,16efa4e521bad8f7d6edeb7d88072b08
5200,0.8841416979999998,exmag,16efa4e521bad8f7d6edeb7d88072b08
7952,0.3378114160000003,luna,16efa4e521bad8f7d6edeb7d88072b08
400,1.453640244000001,tarkil,16efa4e521bad8f7d6edeb7d88072b08
4880,0.3309556460000004,luna,16efa4e521bad8f7d6edeb7d88072b08
5136,0.2966170150000004,exmag,16efa4e521bad8f7d6edeb7d88072b08
2256,2.938608425999996,luna,16efa4e521bad8f7d6edeb7d88072b08
5264,1.957042186,exmag,16efa4e521bad8f7d6edeb7d88072b08
1808,0.9591693359999984,mudrc,16efa4e521bad8f7d6edeb7d88072b08
5904,0.9853641430000016,mudrc,16efa4e521bad8f7d6edeb7d88072b08
6736,0.6602374360000002,exmag,16efa4e521bad8f7d6edeb7d88072b08
8720,0.3906113730000002,ajax,16efa4e521bad8f7d6edeb7d88072b08
4560,2.234420041999999,exmag,16efa4e521bad8f7d6edeb7d88072b08
4624,0.3262331599999991,luna,16efa4e521bad8f7d6edeb7d88072b08
4752,1.768715528000001,luna,16efa4e521bad8f7d6edeb7d88072b08
5392,0.3961270499999995,hildor,16efa4e521bad8f7d6edeb7d88072b08
6224,2.756122825000003,mudrc,16efa4e521bad8f7d6edeb7d88072b08
2192,1.579598625000001,luna,16efa4e521bad8f7d6edeb7d88072b08
1488,2.5551486759999915,luna,16efa4e521bad8f7d6edeb7d88072b08
5776,2.087341841,hildor,16efa4e521bad8f7d6edeb7d88072b08
5840,2.886717156999996,hildor,16efa4e521bad8f7d6edeb7d88072b08
6608,1.9745019290000043,exmag,16efa4e521bad8f7d6edeb7d88072b08
10704,8.693708604000001,mudrc,16efa4e521bad8f7d6edeb7d88072b08
9104,1.853928747,hildor,16efa4e521bad8f7d6edeb7d88072b08
3152,0.7034787029999984,tarkil,16efa4e521bad8f7d6edeb7d88072b08
976,3.189204309000006,ajax,16efa4e521bad8f7d6edeb7d88072b08
5584,3.193015732000007,hildor,16efa4e521bad8f7d6edeb7d88072b08
9168,2.731177224000001,hildor,16efa4e521bad8f7d6edeb7d88072b08
3792,2.136147948000002,tarkil,16efa4e521bad8f7d6edeb7d88072b08
4240,2.164518949000002,ajax,16efa4e521bad8f7d6edeb7d88072b08
8464,0.5521100939999998,ajax,16efa4e521bad8f7d6edeb7d88072b08
2576,0.3303878759999998,exmag,16efa4e521bad8f7d6edeb7d88072b08
10128,5.903197590000016,mudrc,16efa4e521bad8f7d6edeb7d88072b08
1680,1.9411161399999968,hildor,16efa4e521bad8f7d6edeb7d88072b08
9296,1.104801506999998,luna,16efa4e521bad8f7d6edeb7d88072b08
2064,0.3250508099999999,luna,16efa4e521bad8f7d6edeb7d88072b08
1360,0.8064439229999987,luna,16efa4e521bad8f7d6edeb7d88072b08
912,2.075843895999998,ajax,16efa4e521bad8f7d6edeb7d88072b08
6416,0.3131855159999994,exmag,16efa4e521bad8f7d6edeb7d88072b08
3536,2.033729696000001,tarkil,16efa4e521bad8f7d6edeb7d88072b08
2896,1.178332836,hildor,16efa4e521bad8f7d6edeb7d88072b08
8336,1.9206154899999976,luna,16efa4e521bad8f7d6edeb7d88072b08
7568,1.361770846,tarkil,16efa4e521bad8f7d6edeb7d88072b08
6992,0.6059959269999993,exmag,16efa4e521bad8f7d6edeb7d88072b08
528,0.2808573540000005,tarkil,16efa4e521bad8f7d6edeb7d88072b08
720,2.038008372000002,tarkil,16efa4e521bad8f7d6edeb7d88072b08
2320,0.4136954059999999,ajax,16efa4e521bad8f7d6edeb7d88072b08
1744,2.7582943560000004,hildor,16efa4e521bad8f7d6edeb7d88072b08
3472,1.2709850370000009,tarkil,16efa4e521bad8f7d6edeb7d88072b08
9744,0.3928079470000004,hildor,16efa4e521bad8f7d6edeb7d88072b08
5456,1.037744613,hildor,16efa4e521bad8f7d6edeb7d88072b08
4048,3.694795983999993,ajax,16efa4e521bad8f7d6edeb7d88072b08
4368,0.3725597320000001,exmag,16efa4e521bad8f7d6edeb7d88072b08
4112,0.3924876299999999,ajax,16efa4e521bad8f7d6edeb7d88072b08
9808,1.056603462,hildor,16efa4e521bad8f7d6edeb7d88072b08
8272,0.957408962,luna,16efa4e521bad8f7d6edeb7d88072b08
3088,0.2847713289999997,tarkil,16efa4e521bad8f7d6edeb7d88072b08
7440,0.283007185,tarkil,16efa4e521bad8f7d6edeb7d88072b08
1424,1.6901684460000033,luna,16efa4e521bad8f7d6edeb7d88072b08
2704,1.425949877000002,exmag,16efa4e521bad8f7d6edeb7d88072b08
7824,1.394744327,tarkil,16efa4e521bad8f7d6edeb7d88072b08
8080,1.808822270000001,luna,16efa4e521bad8f7d6edeb7d88072b08
144,1.5871630390000009,luna,16efa4e521bad8f7d6edeb7d88072b08
7056,1.292571218000001,exmag,16efa4e521bad8f7d6edeb7d88072b08
9936,3.421537959,hildor,16efa4e521bad8f7d6edeb7d88072b08
208,2.2866927450000007,luna,16efa4e521bad8f7d6edeb7d88072b08
3728,1.305087265999999,tarkil,16efa4e521bad8f7d6edeb7d88072b08
5072,3.2267946980000013,luna,16efa4e521bad8f7d6edeb7d88072b08
4496,1.478118186,exmag,16efa4e521bad8f7d6edeb7d88072b08
6096,8.640360762000013,mudrc,16efa4e521bad8f7d6edeb7d88072b08
9040,0.9301534189999988,hildor,16efa4e521bad8f7d6edeb7d88072b08
10064,2.816217657999993,mudrc,16efa4e521bad8f7d6edeb7d88072b08
7888,2.033786404,tarkil,16efa4e521bad8f7d6edeb7d88072b08
7696,0.2835079010000003,tarkil,16efa4e521bad8f7d6edeb7d88072b08
4432,0.7524957950000005,exmag,16efa4e521bad8f7d6edeb7d88072b08
6352,8.513708717999993,mudrc,16efa4e521bad8f7d6edeb7d88072b08
272,0.3067766709999999,tarkil,16efa4e521bad8f7d6edeb7d88072b08
3600,0.2837492539999999,tarkil,16efa4e521bad8f7d6edeb7d88072b08
5520,2.261415570000001,hildor,16efa4e521bad8f7d6edeb7d88072b08
464,2.058088718000002,tarkil,16efa4e521bad8f7d6edeb7d88072b08
4176,1.043957005000001,ajax,16efa4e521bad8f7d6edeb7d88072b08
2384,0.9795332550000004,ajax,16efa4e521bad8f7d6edeb7d88072b08
5968,2.775231704000005,mudrc,16efa4e521bad8f7d6edeb7d88072b08
336,0.6774740899999998,tarkil,16efa4e521bad8f7d6edeb7d88072b08
2128,1.151324914999998,luna,16efa4e521bad8f7d6edeb7d88072b08
8400,2.902436696999991,luna,16efa4e521bad8f7d6edeb7d88072b08
4688,0.8997604000000003,luna,16efa4e521bad8f7d6edeb7d88072b08
8976,0.3779727310000005,hildor,16efa4e521bad8f7d6edeb7d88072b08
8912,3.6467860719999967,ajax,16efa4e521bad8f7d6edeb7d88072b08
80,0.7935973669999994,luna,16efa4e521bad8f7d6edeb7d88072b08
3984,2.057204371999998,ajax,16efa4e521bad8f7d6edeb7d88072b08
5328,2.385115898999995,exmag,16efa4e521bad8f7d6edeb7d88072b08
7376,2.094017456000008,tarkil,16efa4e521bad8f7d6edeb7d88072b08
10448,8.599903021999998,mudrc,16efa4e521bad8f7d6edeb7d88072b08
7760,0.6809856030000011,tarkil,16efa4e521bad8f7d6edeb7d88072b08
2640,0.7923680730000017,exmag,16efa4e521bad8f7d6edeb7d88072b08
9360,2.852394755000002,luna,16efa4e521bad8f7d6edeb7d88072b08
3920,0.9571862509999982,ajax,16efa4e521bad8f7d6edeb7d88072b08
9616,2.237685179000003,hildor,16efa4e521bad8f7d6edeb7d88072b08
656,1.315841363999999,tarkil,16efa4e521bad8f7d6edeb7d88072b08
8208,0.3419299139999997,luna,16efa4e521bad8f7d6edeb7d88072b08
5712,1.085773503999999,hildor,16efa4e521bad8f7d6edeb7d88072b08
9872,2.290364178000004,hildor,16efa4e521bad8f7d6edeb7d88072b08
9232,0.4202167170000001,luna,16efa4e521bad8f7d6edeb7d88072b08
1872,2.763073174999993,mudrc,16efa4e521bad8f7d6edeb7d88072b08
848,0.9636610959999996,ajax,16efa4e521bad8f7d6edeb7d88072b08
9680,3.771123845000004,hildor,16efa4e521bad8f7d6edeb7d88072b08
1168,1.282779998999999,exmag,16efa4e521bad8f7d6edeb7d88072b08
1552,0.3946623249999998,hildor,16efa4e521bad8f7d6edeb7d88072b08
3024,3.595767083999994,hildor,16efa4e521bad8f7d6edeb7d88072b08
4816,2.6786062200000047,luna,16efa4e521bad8f7d6edeb7d88072b08
10000,0.9529181780000008,mudrc,16efa4e521bad8f7d6edeb7d88072b08
3408,0.7000011630000004,tarkil,16efa4e521bad8f7d6edeb7d88072b08
2768,1.995246229000003,exmag,16efa4e521bad8f7d6edeb7d88072b08
3216,1.405711802999996,tarkil,16efa4e521bad8f7d6edeb7d88072b08
6288,5.713882106999995,mudrc,16efa4e521bad8f7d6edeb7d88072b08
3344,0.266101515,tarkil,16efa4e521bad8f7d6edeb7d88072b08
8656,3.640756463999998,ajax,16efa4e521bad8f7d6edeb7d88072b08
1616,0.9691050939999992,hildor,16efa4e521bad8f7d6edeb7d88072b08
4944,0.8991153129999992,luna,16efa4e521bad8f7d6edeb7d88072b08
9552,1.005112588000002,hildor,16efa4e521bad8f7d6edeb7d88072b08
6928,0.3059830929999996,exmag,16efa4e521bad8f7d6edeb7d88072b08
7632,2.036986237000006,tarkil,16efa4e521bad8f7d6edeb7d88072b08
1104,0.636051656,exmag,16efa4e521bad8f7d6edeb7d88072b08
3664,0.6478763570000002,tarkil,16efa4e521bad8f7d6edeb7d88072b08
4304,3.7859297470000017,ajax,16efa4e521bad8f7d6edeb7d88072b08
2448,2.082100697,ajax,16efa4e521bad8f7d6edeb7d88072b08
6672,0.289536742,exmag,16efa4e521bad8f7d6edeb7d88072b08
5008,2.010230266000002,luna,16efa4e521bad8f7d6edeb7d88072b08
10576,2.812304438999998,mudrc,16efa4e521bad8f7d6edeb7d88072b08
10384,5.929893336000003,mudrc,16efa4e521bad8f7d6edeb7d88072b08
10192,8.757227140000019,mudrc,16efa4e521bad8f7d6edeb7d88072b08
8528,1.080426403,ajax,16efa4e521bad8f7d6edeb7d88072b08
6544,1.486078329000001,exmag,16efa4e521bad8f7d6edeb7d88072b08
5648,0.4118369369999993,hildor,16efa4e521bad8f7d6edeb7d88072b08
3856,0.3899857480000007,ajax,16efa4e521bad8f7d6edeb7d88072b08
1232,1.816458850999999,exmag,16efa4e521bad8f7d6edeb7d88072b08
7120,1.736699827999998,exmag,16efa4e521bad8f7d6edeb7d88072b08
8848,2.220456379000001,ajax,16efa4e521bad8f7d6edeb7d88072b08
6032,5.8614604250000015,mudrc,16efa4e521bad8f7d6edeb7d88072b08
10320,2.763727590000008,mudrc,16efa4e521bad8f7d6edeb7d88072b08
6864,1.718233259000001,exmag,16efa4e521bad8f7d6edeb7d88072b08
10512,0.9607737230000004,mudrc,16efa4e521bad8f7d6edeb7d88072b08
2960,2.484791536999998,hildor,16efa4e521bad8f7d6edeb7d88072b08
8592,2.333634447000002,ajax,16efa4e521bad8f7d6edeb7d88072b08
1040,0.2878767920000003,exmag,16efa4e521bad8f7d6edeb7d88072b08
8144,2.5765477490000057,luna,16efa4e521bad8f7d6edeb7d88072b08
8784,1.010927425000001,ajax,16efa4e521bad8f7d6edeb7d88072b08
1936,5.772607462000004,mudrc,16efa4e521bad8f7d6edeb7d88072b08
7184,0.3015200179999993,tarkil,16efa4e521bad8f7d6edeb7d88072b08
7248,0.6943878649999999,tarkil,16efa4e521bad8f7d6edeb7d88072b08
7504,0.6470727659999996,tarkil,16efa4e521bad8f7d6edeb7d88072b08
6455,0.358021091,exmag,211b8f90072a95bac68dbaf2b42a7e31
6519,0.758016942,exmag,211b8f90072a95bac68dbaf2b42a7e31
1591,0.297511262,hildor,211b8f90072a95bac68dbaf2b42a7e31
9271,0.407032985,luna,211b8f90072a95bac68dbaf2b42a7e31
4151,0.255543388,ajax,211b8f90072a95bac68dbaf2b42a7e31
4791,0.937115189,luna,211b8f90072a95bac68dbaf2b42a7e31
9143,0.881293737,hildor,211b8f90072a95bac68dbaf2b42a7e31
2231,1.427074381,luna,211b8f90072a95bac68dbaf2b42a7e31
823,0.253881531,ajax,211b8f90072a95bac68dbaf2b42a7e31
759,1.7720259619999998,tarkil,211b8f90072a95bac68dbaf2b42a7e31
5175,0.371608774,exmag,211b8f90072a95bac68dbaf2b42a7e31
8695,1.039709693,ajax,211b8f90072a95bac68dbaf2b42a7e31
8311,0.572110679,luna,211b8f90072a95bac68dbaf2b42a7e31
3127,0.429237066,tarkil,211b8f90072a95bac68dbaf2b42a7e31
4535,1.069269823,exmag,211b8f90072a95bac68dbaf2b42a7e31
4215,0.530039122,ajax,211b8f90072a95bac68dbaf2b42a7e31
9591,0.632181031,hildor,211b8f90072a95bac68dbaf2b42a7e31
6007,1.638526424,mudrc,211b8f90072a95bac68dbaf2b42a7e31
9207,1.104145358,hildor,211b8f90072a95bac68dbaf2b42a7e31
10423,2.68189137,mudrc,211b8f90072a95bac68dbaf2b42a7e31
4855,1.322897515,luna,211b8f90072a95bac68dbaf2b42a7e31
55,0.260935704,luna,211b8f90072a95bac68dbaf2b42a7e31
10615,1.4069656780000002,mudrc,211b8f90072a95bac68dbaf2b42a7e31
10679,2.38781053,mudrc,211b8f90072a95bac68dbaf2b42a7e31
887,0.501515277,ajax,211b8f90072a95bac68dbaf2b42a7e31
10551,0.728878813,mudrc,211b8f90072a95bac68dbaf2b42a7e31
10167,2.4799014880000003,mudrc,211b8f90072a95bac68dbaf2b42a7e31
9975,1.24703958,hildor,211b8f90072a95bac68dbaf2b42a7e31
7351,1.342104864,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1655,0.568297709,hildor,211b8f90072a95bac68dbaf2b42a7e31
4727,0.913554995,luna,211b8f90072a95bac68dbaf2b42a7e31
2103,0.275620337,luna,211b8f90072a95bac68dbaf2b42a7e31
5495,0.595796051,hildor,211b8f90072a95bac68dbaf2b42a7e31
375,0.917786356,tarkil,211b8f90072a95bac68dbaf2b42a7e31
4343,1.070137911,ajax,211b8f90072a95bac68dbaf2b42a7e31
2871,0.377279809,hildor,211b8f90072a95bac68dbaf2b42a7e31
3575,1.7557875530000002,tarkil,211b8f90072a95bac68dbaf2b42a7e31
7415,1.652237353,tarkil,211b8f90072a95bac68dbaf2b42a7e31
5559,1.046187378,hildor,211b8f90072a95bac68dbaf2b42a7e31
6903,1.092570067,exmag,211b8f90072a95bac68dbaf2b42a7e31
2167,0.8693624959999999,luna,211b8f90072a95bac68dbaf2b42a7e31
6839,0.98786279,exmag,211b8f90072a95bac68dbaf2b42a7e31
8567,0.500929022,ajax,211b8f90072a95bac68dbaf2b42a7e31
9463,1.883542589,luna,211b8f90072a95bac68dbaf2b42a7e31
8439,1.712356337,luna,211b8f90072a95bac68dbaf2b42a7e31
3255,1.45211495,tarkil,211b8f90072a95bac68dbaf2b42a7e31
8119,0.917326409,luna,211b8f90072a95bac68dbaf2b42a7e31
183,0.8672736329999999,luna,211b8f90072a95bac68dbaf2b42a7e31
3639,0.429836293,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1527,1.19685673,luna,211b8f90072a95bac68dbaf2b42a7e31
6199,0.7219360490000001,mudrc,211b8f90072a95bac68dbaf2b42a7e31
567,0.460942473,tarkil,211b8f90072a95bac68dbaf2b42a7e31
1463,0.931768926,luna,211b8f90072a95bac68dbaf2b42a7e31
6967,0.352936552,exmag,211b8f90072a95bac68dbaf2b42a7e31
2615,0.44365884,exmag,211b8f90072a95bac68dbaf2b42a7e31
10231,3.632737051,mudrc,211b8f90072a95bac68dbaf2b42a7e31
5815,1.022009831,hildor,211b8f90072a95bac68dbaf2b42a7e31
3191,0.8996605109999999,tarkil,211b8f90072a95bac68dbaf2b42a7e31
3703,0.801074983,tarkil,211b8f90072a95bac68dbaf2b42a7e31
4471,0.826441946,exmag,211b8f90072a95bac68dbaf2b42a7e31
4407,0.351288715,exmag,211b8f90072a95bac68dbaf2b42a7e31
5047,1.056065555,luna,211b8f90072a95bac68dbaf2b42a7e31
5111,1.195890973,luna,211b8f90072a95bac68dbaf2b42a7e31
3063,1.426430569,hildor,211b8f90072a95bac68dbaf2b42a7e31
3831,1.603056532,tarkil,211b8f90072a95bac68dbaf2b42a7e31
8503,0.263732553,ajax,211b8f90072a95bac68dbaf2b42a7e31
1015,1.057470593,ajax,211b8f90072a95bac68dbaf2b42a7e31
7223,0.441007174,tarkil,211b8f90072a95bac68dbaf2b42a7e31
10295,0.722945388,mudrc,211b8f90072a95bac68dbaf2b42a7e31
6391,2.942794194,mudrc,211b8f90072a95bac68dbaf2b42a7e31
7159,1.286754914,exmag,211b8f90072a95bac68dbaf2b42a7e31
8631,0.829450157,ajax,211b8f90072a95bac68dbaf2b42a7e31
2935,0.75892317,hildor,211b8f90072a95bac68dbaf2b42a7e31
2679,0.690009348,exmag,211b8f90072a95bac68dbaf2b42a7e31
6647,1.211129643,exmag,211b8f90072a95bac68dbaf2b42a7e31
10743,4.647303365,mudrc,211b8f90072a95bac68dbaf2b42a7e31
1783,1.177343677,hildor,211b8f90072a95bac68dbaf2b42a7e31
439,1.554589755,tarkil,211b8f90072a95bac68dbaf2b42a7e31
8247,0.281667077,luna,211b8f90072a95bac68dbaf2b42a7e31
6263,1.39986402,mudrc,211b8f90072a95bac68dbaf2b42a7e31
8887,0.842874545,ajax,211b8f90072a95bac68dbaf2b42a7e31
9399,1.161229772,luna,211b8f90072a95bac68dbaf2b42a7e31
1847,0.7173201020000001,mudrc,211b8f90072a95bac68dbaf2b42a7e31
2743,1.132615058,exmag,211b8f90072a95bac68dbaf2b42a7e31
5303,1.2227816740000002,exmag,211b8f90072a95bac68dbaf2b42a7e31
